Run,OfflineError,TrackingError
1,2103.319465669494,3.7891094278773134
2,99.25661292662173,4.077751202418146
3,78.37096661768574,2.755716793764691
4,78.07553369212027,2.5333164711741802
5,128.33022041124212,2.667513352119299
6,109.80121165888377,2.864152180413163
7,72.66131370034464,2.6133580339682614
8,232.7287264909537,1.7308650603517426
9,120.86064562762218,2.9275572804892613
10,118.84417393055418,1.8730316271359666
11,156.41836805378787,3.5234368908314986
12,96.46543469024328,2.0939509839420607
13,58.1408710018592,2.844865101413676
14,127.05846073102188,3.7211842341652086
15,93.12173798737928,2.880673371927935
16,112.25108557991676,2.368055993997608
17,108.15546629494284,2.922486669944899
18,104.9668626510209,2.859503333553988
19,136.1964827870503,5.578777226257889
20,93.48136933001031,7.747372676308853
