Run,OfflineError,TrackingError
1,11.37221352741379,2.8719734576082003
2,12.609703569453156,2.879364630592359
3,11.313417777164064,3.0933967540342735
4,16.83907427410426,3.9050789169574416
5,15.38138339541792,3.4170382019032157
6,15.666637840310159,3.7850749627479865
7,20.382234009945385,4.288385134838853
8,14.008775934389584,3.526926098470097
9,8.756868238791895,2.7148794206142446
10,18.651026919835115,4.0396977150492415
11,17.30644538491718,3.711819704271379
12,14.201625876775443,3.3876715090261786
13,12.928162502313548,3.1679622415594246
14,5.9700689326888865,2.1980895073521003
15,16.236097839842024,3.513314301000841
16,13.739504629099496,3.2076764569079996
17,6.256677828365558,2.063034069014746
18,12.584470399392064,3.191285952028315
19,10.41706294608504,2.7002498373693005
20,6.398766000922319,2.0139518706367054
