Run,OfflineError,TrackingError
1,109.99294589528607,2.3663077349183834
2,69.61929387019809,2.669918393622334
3,57.791439721530644,2.2812274119832265
4,75.21448279472916,2.384672014964005
5,172.90679902450032,2.35985675760203
6,160.7867129839102,2.345366196417995
7,66.73809844422345,2.204549149942747
8,101.00677633241996,2.5468849637169098
9,71.85258436822387,2.129380246854154
10,67.385389044285,2.2030086482542393
11,106.40295279278976,2.4832840009580277
12,82.38866270567028,2.1438665469964384
13,109.90042468559783,2.2779318781522404
14,84.82816132965245,2.253357667968244
15,81.4834343290279,2.4349539083513214
16,59.89799252518372,2.7958858753113502
17,119.55109267473175,2.2794960811270455
18,109.39227289487742,2.169537042977714
19,300.087624766756,2.2247983459252447
20,80.81510195291598,2.3396019590055794
