Iteration,Fitness,AParameter,Distance,Diversity
1,80438.89611233569,1.9975,7.429477184560954,11.028889124077363
2,36038.15263413405,1.995,8.300317199190498,8.313873157068985
3,19264.956120100946,1.9925,6.242396400882816,8.26287716025848
4,6755.809021311157,1.99,4.179023836964621,7.829183427528841
5,3253.7179276738975,1.9875,3.6058919575182258,7.0108931879025125
6,2051.499572743836,1.985,3.423719596064552,5.408793223406242
7,2489.89660699903,1.9825,2.9276012146158883,4.524845257259437
8,1397.7398387266,1.98,3.359579206616696,3.5875551709329905
9,1127.7862936890024,1.9775,2.2771150476015953,3.5027095049353214
10,962.4481494215414,1.975,1.719730845342608,3.029654472083908
11,521.2467119415151,1.9725,2.1447826982279823,2.383269025456112
12,455.08815125781496,1.97,2.5000523349723225,1.9042648807489173
13,435.2786390020243,1.9675,2.5322346159199016,1.9286079294661989
14,292.35255213600226,1.965,1.743850303690058,2.115747991180954
15,508.2306607038811,1.9625,2.5605242563918433,2.128322090324006
16,463.53717822444344,1.96,2.042746237593079,2.190166728143671
17,401.52793570152016,1.9575,1.7583634330698716,2.009639592563075
18,175.69652864537738,1.955,1.083947040780424,1.6816840212096622
19,98.23515828422606,1.9525,1.5413282506176378,1.6239816488064291
20,333.77479305176877,1.95,1.9297227821187897,1.9854805724829672
21,179.76574914192727,1.9475,0.716822474941226,1.8175929745953787
22,176.17555369121627,1.945,0.6356715818592734,1.7469927215977035
23,227.49902525176608,1.9425,0.7672997972263872,1.4678101306592517
24,236.92285914427865,1.94,2.0847061890422887,1.7187327161388892
25,207.07420400478964,1.9375,2.638512789930005,1.7225308125080072
26,226.15474101341408,1.935,0.9250994788080537,1.6341386623886045
27,124.04132197276536,1.9325,1.0474903281834227,1.6275327475577026
28,173.26961415146113,1.93,1.2010657325242624,1.642959358295231
29,157.20150464596145,1.9275,2.6899509774867623,1.233806694222054
30,311.1795811966549,1.925,1.2386403966045474,1.5228677133750546
31,154.9852018391359,1.9225,1.3559379290812466,1.6074901415872624
32,96.52902734723789,1.92,1.2649899956242814,1.1688665291892577
33,132.49897984395895,1.9175,2.5796849246218736,1.5663758587428545
34,188.39414800544807,1.915,2.546401991539105,1.6693023742450595
35,154.23243561864365,1.9125,1.9914731788497606,1.5282535845015006
36,130.245459849719,1.91,2.3049461051174864,1.5754564172384913
37,106.562237662897,1.9075,2.7234397953303153,1.4725639059996645
38,128.00171962444608,1.905,1.7650750693088664,1.5574565248762158
39,54.60826814019051,1.9025,2.783250123492173,1.3048512788884403
40,192.42878608378203,1.9,2.406544841961145,1.680897892009348
41,183.98770368413597,1.8975,2.6129992896485725,1.9122175834885273
42,164.24503292683886,1.895,2.7090075824368105,1.7736408018931027
43,221.8964914198866,1.8925,2.0756968378161913,1.6568313841314726
44,118.05248358284422,1.89,2.9602984143635505,1.774002545312183
45,244.97226647445424,1.8875,1.9618873362423763,1.7778249813970515
46,57.18942507777414,1.885,3.390841256489976,1.9706814962941366
47,143.60538370133864,1.8825,2.3519191169569753,2.082582900098525
48,215.204653977711,1.88,2.2205158952861037,2.1888794180439533
49,319.1547979714341,1.8775,2.6583174364891713,2.2697623414231756
50,704.4471633820386,1.875,3.940742080217561,2.545193069051738
51,346.3344727015176,1.8725,2.937232315183892,2.4482964751889873
52,261.51537248178704,1.87,2.017986650209944,2.142135726272183
53,272.59107124925333,1.8675,1.6218928843050613,2.0830115155018385
54,111.77639597178784,1.865,1.665473824491529,1.7609289591429023
55,133.71934466087762,1.8625,2.0066461849487025,1.688364816451465
56,148.06038066986787,1.8599999999999999,2.420794685461822,1.7942924421765132
57,115.51805987644019,1.8575,2.616293445211602,1.916199187289866
58,70.79613419432411,1.855,1.9087586937734125,1.6996648086236192
59,95.97822766800559,1.8525,1.992663505608315,1.5761529260669644
60,51.136282096034094,1.85,2.038668459123087,1.471880238504427
61,207.5261604754414,1.8475,2.7319381394859983,1.674764068589719
62,250.42530271911227,1.845,2.7944627871352923,1.8315161736652832
63,148.62639284139732,1.8425,1.904914114904984,1.8131990317484998
64,261.3585590110116,1.84,1.9791877394848922,1.4461358606116648
65,164.98410047093984,1.8375,1.1942891355473961,1.1753809929828227
66,153.18191285843952,1.835,0.8982257741393979,1.1934886522335828
67,135.004420766686,1.8325,0.6246654774776728,1.0906676006290925
68,160.69435901234695,1.83,0.7215163022753123,0.8680784312902838
69,93.4428259028942,1.8275,0.6562604587756917,0.7661132580959491
70,98.34665123358563,1.825,0.557308770161196,0.616916256235742
71,59.23369581927049,1.8225,0.5302206464148979,0.5183756894187175
72,70.34420641187724,1.82,0.4924558718987173,0.4373131164920559
73,64.0751468155532,1.8175,0.4639373121069012,0.42705190683109606
74,52.84196191953374,1.815,0.44092692747597284,0.3885075455603172
75,45.63660993029703,1.8125,0.5337186798069091,0.3593894407064667
76,29.819929783842586,1.81,0.38031907740728454,0.38143752953101806
77,31.249646175429568,1.8075,0.3604582053094789,0.3792368623384891
78,20.345458624667643,1.805,0.3463898337566078,0.3638301161596705
79,21.257616697223906,1.8025,0.3019004427156162,0.2690754531544937
80,24.71121773745937,1.8,0.31747937257160247,0.28269876526896326
81,26.633837700473975,1.7974999999999999,0.34045046157438125,0.30830147587546947
82,30.74304998577726,1.795,0.39472451347244425,0.29860819236855357
83,30.126091337036915,1.7925,0.3330429925242517,0.30134560970802166
84,25.517950615711353,1.79,0.31265357804500216,0.28864477274318356
85,19.430113512654312,1.7875,0.3071131251492793,0.26933054864116207
86,28.180952007269834,1.785,0.3204402408020893,0.2680946053087583
87,22.841803343577812,1.7825,0.28443629433078454,0.2598068580148492
88,18.34999210272704,1.78,0.24442379970419092,0.2517555572003045
89,15.39695671187524,1.7775,0.32965720736549964,0.2429838350909402
90,12.785866098288365,1.775,0.2772345289682802,0.2744834125772745
91,14.690603706738699,1.7725,0.25666964628249467,0.2287834645035174
92,17.12401091577331,1.77,0.25781254076120924,0.2560173216049511
93,11.590410015139032,1.7675,0.2197515744539007,0.21363850641209678
94,5.438936851773142,1.765,0.15760796417348963,0.1971309492127552
95,8.131026943913831,1.7625,0.19862651398005682,0.18025211412400954
96,10.292001526816302,1.76,0.20083432962561826,0.20047701628127318
97,6.947029201510618,1.7575,0.17917304621080818,0.19712273329555005
98,7.9157641338255385,1.755,0.16225948702740076,0.19485575824300763
99,5.1491778658376886,1.7525,0.14773367184675829,0.16988378233582863
100,3.952885463692014,1.75,0.1473552182155643,0.1508898603170473
101,6.352961338132855,1.7475,0.16588138092233118,0.14039501969640453
102,5.29533964744024,1.745,0.14632043366965114,0.15068492318219887
103,3.4282013000776166,1.7425,0.1551576358433984,0.15778119236621824
104,3.9788611609944713,1.74,0.12747402668931723,0.1591793071120824
105,2.0505773315183404,1.7375,0.13542691555780337,0.15191313815503368
106,2.457436256669207,1.7349999999999999,0.07847138832884233,0.15806299007019303
107,5.883382316525263,1.7325,0.17894693468168832,0.1500390888195396
108,3.674465781402234,1.73,0.13642703127359943,0.11473402995688312
109,2.6305928182496885,1.7275,0.1138008474944065,0.11159325504279509
110,0.5135134317209293,1.725,0.09806782514685992,0.10696774337788591
111,0.9770761645071759,1.7225,0.11465352126451557,0.09327911372902878
112,1.2830488263462432,1.72,0.12013742647259919,0.09292439898216795
113,1.4741572704099746,1.7175,0.10882382955257898,0.09454752034232695
114,1.559863803417125,1.7149999999999999,0.1112495266896232,0.08866515367308304
115,1.3870249973045883,1.7125,0.12062657111134743,0.08700246163559275
116,0.7719324761182891,1.71,0.09733457291101708,0.08534113787235417
117,0.24146312477942758,1.7075,0.08176692860273009,0.07526697787127726
118,0.20575710162118885,1.705,0.06779048547452834,0.07603990468239273
119,1.083154926337755,1.7025000000000001,0.07968981430405654,0.07882914580949474
120,1.0048516258752351,1.7,0.08760966123602602,0.09181653559423616
121,0.8583644957425911,1.6975,0.07830163032080512,0.07540865232543845
122,0.7579893285938317,1.695,0.05998716370096813,0.07222729565192888
123,0.77247749583851,1.6925,0.06463960482961885,0.07175792866382072
124,0.8687125763934042,1.69,0.07004340180509339,0.07909735269186799
125,0.8149356592450463,1.6875,0.07312952739175962,0.07225244662994273
126,0.8972502745455708,1.685,0.05594058560390557,0.0703816337605171
127,0.7272105107044093,1.6825,0.05042079739882121,0.06159252335201445
128,0.5050737888187967,1.68,0.03747554340611064,0.049436668422919855
129,0.48715578609881205,1.6775,0.034128897121632557,0.04376600140297965
130,0.2823554770579549,1.675,0.02800990272260346,0.037646404058897895
131,0.2589472377647506,1.6724999999999999,0.03315113880531125,0.035299943832163255
132,0.26243180313205067,1.67,0.03743682535018123,0.02958450903657566
133,0.2246526938554906,1.6675,0.03288358899496389,0.02315637243399591
134,0.20281830710446924,1.665,0.03985339616435343,0.01931463325440368
135,0.17613048248599344,1.6625,0.03915375198575512,0.016410005526120867
136,0.21375703926296757,1.66,0.04147580398583082,0.01316693971331985
137,0.28506710644191885,1.6575,0.05086460528640224,0.011540423804628604
138,0.3359937292181188,1.655,0.058067980155638674,0.010417878204697821
139,0.42418182272065097,1.6524999999999999,0.06803748636655434,0.0076038178222394195
140,0.5490520305551517,1.65,0.07802233418425633,0.005439801234626843
141,0.661599345966601,1.6475,0.08825138703105823,0.004027262962812738
142,0.8008202444140274,1.645,0.09729085548019746,0.0037165007553305375
143,0.9563699325574538,1.6425,0.10619392620929333,0.004193646927006076
144,1.138695948134031,1.6400000000000001,0.11618302917918628,0.005050100361168796
145,1.3360181451484694,1.6375,0.12668680575402272,0.004948896250493764
146,1.5398967706214441,1.635,0.13696895837504555,0.006329824609268936
147,1.739379261682395,1.6325,0.14691382268381284,0.006745640029913583
148,1.958621807127153,1.63,0.15513755977412588,0.008405349922931146
149,2.1500049991150174,1.6275,0.16269585359168645,0.009785320868364662
150,2.342255484674106,1.625,0.17111630976831174,0.012645440007933956
151,2.58223691352,1.6225,0.18096727869479057,0.013636038275876413
152,2.654581475219589,1.62,0.18580240310619728,0.01795880542580868
153,2.77919652259702,1.6175,0.18973539226683658,0.0237620151944687
154,3.0124331186143762,1.615,0.1977080520976231,0.02828466642824279
155,3.1362881680596852,1.6125,0.20269778594758117,0.030258628654355562
156,3.4633832930658155,1.6099999999999999,0.20160882206172145,0.03387064020941276
157,3.9373057038519144,1.6075,0.215774030500338,0.03928691229400622
158,3.938159314517929,1.605,0.21586532018324753,0.04748106440890185
159,3.98952449838952,1.6025,0.22283380090648963,0.0471889421565877
160,4.408457354708285,1.6,0.23021976939489316,0.04482453961645969
161,4.686070983163169,1.5975,0.25120815531835744,0.043121344574262546
162,5.022827722890872,1.595,0.2492628000282954,0.04354109784868675
163,5.281699946677666,1.5925,0.24560049594001018,0.05232564749619695
164,5.208293681377626,1.5899999999999999,0.25567422505184595,0.05605408188764251
165,5.76284741306627,1.5875,0.27447394295669986,0.06791847730541513
