Iteration,Fitness,AParameter,Distance,Diversity
1,81681.94493925112,1.9975,6.650613719377489,12.731164484967142
2,25189.143431507502,1.995,5.319018112351626,8.50425334722098
3,31624.20421189087,1.9925,5.8879981071483565,7.57589438640763
4,15608.788673230114,1.99,4.957970839291182,6.724322503984039
5,10153.29194893089,1.9875,6.1444774566832745,7.08618119239439
6,2227.5651275090927,1.985,3.952847299028164,5.565521116759273
7,1263.2427836827392,1.9825,3.4727592679530277,4.888386337296087
8,574.0725220234837,1.98,2.8920446684110654,3.8682473092344596
9,641.5216115059739,1.9775,2.1842955272137625,3.0709280859012984
10,546.0966313888429,1.975,1.7692863422610237,2.4704653418907645
11,424.37823748601477,1.9725,1.7092610341424093,1.9305140900944842
12,289.07286269300886,1.97,2.3489007013934056,1.94436827880036
13,263.33441611259923,1.9675,1.7227450914909528,1.8640166203045787
14,354.2688334758473,1.965,3.10010213596505,2.226631677336575
15,205.4341127530099,1.9625,1.555620998735717,1.8352022663327858
16,220.94732741631574,1.96,1.4785803886720608,2.1704308134458237
17,378.5303937452235,1.9575,2.6523309903137298,2.4247925078956203
18,271.0613258949345,1.955,2.0383762725836156,2.0918514589006856
19,230.17543723577845,1.9525,2.1856319455958717,1.7766653186074204
20,133.35133099487084,1.95,1.489143651271902,1.5550019138341729
21,74.4119894398505,1.9475,0.8479793010139575,1.306460112477311
22,58.747743042292015,1.945,0.5876735371432683,0.9064883193098657
23,30.76499362751904,1.9425,0.35364976934566056,0.7475152992710348
24,42.18924180395953,1.94,0.5775771646948259,0.7540251891622336
25,20.40079583568359,1.9375,0.5564456103607118,0.7046680734783762
26,31.766750081542483,1.935,0.47901184787001744,0.6186061484154263
27,16.532905505712986,1.9325,0.5157518142533046,0.4986624327804048
28,47.69358187923714,1.93,0.42134986617444675,0.3840605248559407
29,38.85166971959408,1.9275,0.48125847741063693,0.4084154997332986
30,24.568152163811163,1.925,0.4314235024095751,0.3974065143453782
31,18.46629761322058,1.9225,0.5889701112252521,0.36946398051008683
32,35.36015918217154,1.92,0.5718430862861299,0.41073719913131085
33,23.91562550853185,1.9175,0.3753471173031691,0.4111701512326437
34,17.03314406954071,1.915,0.3904827222944634,0.4046195001955607
35,23.377007217739518,1.9125,0.3746707241478138,0.4211412939752681
36,22.00694032551043,1.91,0.5140228604076502,0.39790561206453506
37,21.01466617433372,1.9075,0.35301373779267975,0.37635819239924234
38,30.97304542398427,1.905,0.361051446468234,0.36373311015807264
39,34.39249338333144,1.9025,0.42251264561767116,0.3771525199518536
40,22.698472362052215,1.9,0.4132815961008629,0.39626250502625043
41,18.03282647729695,1.8975,0.22829676666638785,0.4284712374787805
42,9.557922555272986,1.895,0.22403560681106602,0.4538993167036119
43,59.27868559357592,1.8925,0.3045354117556934,0.48871174072122303
44,44.05139093712041,1.89,0.37533175016745995,0.5470170140198757
45,54.09895695248741,1.8875,0.345515719071415,0.5223277408026821
46,19.49168656745458,1.885,0.3184257598325572,0.46754985931181603
47,16.001720230951182,1.8825,0.3055214462740083,0.4219380526675237
48,23.909191466619234,1.88,0.36401827733755643,0.3661746372151079
49,26.50713816744512,1.8775,0.34215363884362343,0.3390086784610233
50,31.89723742455351,1.875,0.44321416729022106,0.4047145156198577
51,37.76638230277644,1.8725,0.4700493216491794,0.4850312558856598
52,28.929038663720114,1.87,0.465564525292129,0.434258394650211
53,37.913975577742555,1.8675,0.41658248046855667,0.44411021588996613
54,37.06083310837883,1.865,0.45250908342329615,0.3837901097123861
55,23.53287088005473,1.8625,0.4267844879546633,0.396230981249033
56,28.299075699608615,1.8599999999999999,0.4607999049963382,0.4095309319308572
57,28.18674582873509,1.8575,0.4444877845981445,0.3567899523851716
58,26.292103654160396,1.855,0.49387009695261097,0.29584926424089475
59,26.823046596285618,1.8525,0.48870431134618847,0.262134607501891
60,36.00534213555919,1.85,0.4952551685962515,0.29998611152314086
61,19.858093997737804,1.8475,0.477459705040019,0.3256132937062067
62,5.547874281868786,1.845,0.4393695002814025,0.3204018632987662
63,14.350153672084064,1.8425,0.45756598487167904,0.26189853643343086
64,15.171859371107743,1.84,0.4814994400850988,0.25206243705389275
65,12.560168432007707,1.8375,0.4406318234988407,0.3123671536151354
66,28.974695602593087,1.835,0.6275030380327742,0.2940378343552109
67,24.463198396394166,1.8325,0.4747186584983577,0.29316441658429426
68,19.228703054275485,1.83,0.5378815444127155,0.27699745338533094
69,18.536549191931517,1.8275,0.47232705208117265,0.27340129181053613
70,19.53145623883681,1.825,0.4412539910421806,0.28074077253299745
71,22.857825971185058,1.8225,0.44990619819899885,0.2747155430236363
72,21.499727136278146,1.82,0.49664556174572405,0.28127061766286565
73,18.280243863587028,1.8175,0.46862173127640977,0.24009201556158316
74,16.271259573339307,1.815,0.42625090988756004,0.2842857814411161
75,15.003275837286353,1.8125,0.43890060997490277,0.2995390784784536
76,17.718342510844217,1.81,0.4619383377566104,0.2688965333343647
77,21.82215882268848,1.8075,0.5169845242742528,0.29789727550536005
78,21.352201472618045,1.805,0.5908793178550917,0.2970095950632312
79,15.59066915376887,1.8025,0.555577959197338,0.28399130450965676
80,19.31256945327207,1.8,0.5764514570038022,0.29827145160808544
81,13.511413925938275,1.7974999999999999,0.5676020176545647,0.3101087082825548
82,18.612873930436706,1.795,0.5839036845460912,0.2975382301560419
83,12.959145059762236,1.7925,0.6011926366516153,0.30185874982135225
84,12.983499708168383,1.79,0.5942949937186461,0.3261130435437031
85,9.868984618865207,1.7875,0.6781673437259901,0.29734642447579857
86,13.88180091449176,1.785,0.8977093907928533,0.26690287163434884
87,17.380902723102494,1.7825,0.7709809472955321,0.3057173833573114
88,20.687923142932124,1.78,0.6593476599069289,0.32347587121549815
89,15.258464509261229,1.7775,0.8628461059750344,0.29451696183231657
90,9.539418954822336,1.775,0.7218438510527101,0.27853605484706445
91,15.882185779782457,1.7725,0.7482753569111361,0.24659736481958577
92,10.417211518625383,1.77,0.6326823790818656,0.24865615119640183
93,10.523970121565961,1.7675,0.5909325005104844,0.26907614627680476
94,20.619089477572004,1.765,0.6274410718649724,0.28987355305890633
95,13.687925618444405,1.7625,0.826150796246748,0.3056248434393501
96,6.306893938700841,1.76,0.7537731345872096,0.3035637303565495
97,14.664544298353047,1.7575,0.8087597258419996,0.2747785739124061
98,12.762688000899317,1.755,0.6821373502694605,0.2471270615809439
99,10.903263880680711,1.7525,0.7745053156950912,0.32830825961829097
100,14.041377738850992,1.75,0.7140450977803248,0.33668321044221017
101,20.80787764277436,1.7475,0.8177839997070917,0.263345170904279
102,27.384535660955194,1.745,0.9062573607963238,0.24161856114385696
103,24.923645419601147,1.7425,0.6753182325008734,0.2608279719875732
104,27.889966683365905,1.74,0.6153570326984569,0.30347901014145906
105,24.476759677224152,1.7375,0.6173219999019507,0.3086933660596466
106,20.827116407659595,1.7349999999999999,0.5836252419396806,0.2788642395953493
107,14.169650891319158,1.7325,0.7169433744439319,0.2813381142039114
108,21.398132961417396,1.73,0.7835262726025638,0.29537812248146567
109,15.870736531637036,1.7275,0.6556165531399345,0.3120201944694633
110,18.255308306403897,1.725,0.8249642928802089,0.3344931723795645
111,15.179753970457085,1.7225,0.5776360249062271,0.3036634613670643
112,16.38161420988681,1.72,0.7181170381267138,0.2584789693296321
113,14.119431031202188,1.7175,0.7582751729903795,0.2974040607623407
114,13.422855663531106,1.7149999999999999,0.6100399513260505,0.2735828092332899
115,9.003566917508266,1.7125,0.5479236659423115,0.25293114728588284
116,7.209492828384379,1.71,0.5898850317014268,0.23538898973574982
117,8.58059363945399,1.7075,0.5994718948508034,0.23735740370583383
118,15.180066858446068,1.705,0.7886684500502971,0.28594866121024076
119,24.250796095350967,1.7025000000000001,0.7628169993592709,0.3702902171885599
120,11.01917524135129,1.7,0.6635729066962892,0.31245042490147934
121,10.212141187860926,1.6975,0.641250438243578,0.3446259060828332
122,6.86522773572546,1.695,0.5998516016061691,0.28541575624042215
123,11.479879359162885,1.6925,0.6019096022372886,0.3060903145771909
124,11.107302369227794,1.69,0.6686520549126274,0.34137940903719416
125,16.32582429918795,1.6875,0.6010330133599641,0.29932804195243196
126,6.250380963368354,1.685,0.6030104994229372,0.35234774488140064
127,12.638763878582555,1.6825,0.6197677054900961,0.2933081586551415
128,19.81343840163662,1.68,0.5379305895922402,0.29159286602311396
129,16.446004719767792,1.6775,0.5864677445974181,0.2961994425680864
130,8.829778819513995,1.675,0.4137896411659037,0.2756566522786197
131,13.648386523360609,1.6724999999999999,0.4323575789067189,0.25806343868805637
132,15.058143358550184,1.67,0.4170252077093003,0.2887243903677518
133,13.522545269519643,1.6675,0.41107020791555815,0.30105707433644546
134,21.661029621911062,1.665,0.44592635088748733,0.2876455081374291
135,14.75824946518317,1.6625,0.4120174542419955,0.30870846191377926
136,26.118430064644755,1.66,0.47559920849866477,0.33233612270864754
137,36.97751512247177,1.6575,0.4518154180877421,0.33186267959211896
138,32.581220673031154,1.655,0.49145733173882844,0.3351575805239262
139,23.958996513478528,1.6524999999999999,0.5107156718460328,0.30991901351286794
140,20.077947943105897,1.65,0.47372690475401746,0.3118868797369774
141,16.021257638970834,1.6475,0.4354489433550851,0.3088100439839747
142,28.969583833215854,1.645,0.4687902086842045,0.2903724609047985
143,26.314937928463085,1.6425,0.4864040696824305,0.26976128469419985
144,14.090682687438884,1.6400000000000001,0.43196384140274213,0.2714565216548722
145,14.203687199266508,1.6375,0.4350597647753721,0.22776534167382848
146,11.738774416430816,1.635,0.44651745441288404,0.18589454336528266
147,12.153138699300705,1.6325,0.4441406667389317,0.19843945372418456
148,13.958674404807837,1.63,0.4126996485378598,0.20096490617146334
149,18.48217239667978,1.6275,0.4369264432173581,0.20998366591908035
150,17.6297340648754,1.625,0.416813092384437,0.27679335081853595
