Run,OfflineError,TrackingError
1,6.734326457684577,62.35052665933278
2,10.97387322138259,88.67880050976518
3,7.921071925835548,76.66973665859318
4,11.4631114650858,114.72581394376202
5,10.17221229492578,89.25807750996792
6,13.583144615534902,134.71515757480407
7,12.822381265860491,99.45259445104806
8,8.353651107544282,80.14969068438614
9,16.35211486977589,144.52645610859975
10,13.040715992922207,119.87122689932937
11,7.519228210080781,79.47118214869496
12,5.771979190713451,65.22152099614782
13,11.641567459048938,103.00832756459722
14,11.577210991715752,101.23259830645871
15,11.93041357931541,103.23750282614017
16,9.302463741255876,94.39556743264704
17,5.364347594871705,57.315579323460234
18,10.908624982907083,110.20562633104963
19,10.966078165637402,103.24307811139813
20,11.098623198561668,111.09770797051009
